s.no.,P,E,Tmax,Tmin
3300,0,4.178846154,0,1
3301,0,4.092307692,0,1
3302,0,4.094230769,0,1
3303,0,4.136538462,0,1
3304,0,4.346153846,0,1
3305,0,4.315384615,0,1
3306,0,4.203846154,0,1
3307,0,4.076923077,0,1
3308,0,4.107692308,0,1
3309,0,4.225,0,1
3310,0,4.276923077,0,1
3311,0,4.161538462,0,1
3312,0,3.819230769,0,1
3313,0,3.875,0,1
3314,0,3.769230769,0,1
3315,0,3.790384615,0,1
3316,0,3.965384615,0,1
3317,0.003846154,3.865384615,0,1
3318,0.005961538,3.751923077,0,1
3319,0,3.905769231,0,1
3320,0,4.061538462,0,1
3321,0,4.088461538,0,1
3322,0,4.057692308,0,1
3323,0.043461538,4.076923077,0,1
3324,0.995576923,3.946153846,0,1
3325,1.882307692,3.313461538,0,1
3326,0,4.111538462,0,1
3327,0,4.334615385,0,1
3328,0,4.532692308,0,1
3329,0,4.713461538,0,1
3330,0,4.821153846,0,1
3331,0,4.809615385,0,1
3332,0,4.721153846,0,1
3333,0,4.740384615,0,1
3334,0,4.632692308,0,1
3335,0,4.403846154,0,1
3336,0.273076923,3.934615385,0,1
3337,0.217884615,3.95,0,1
3338,0.000384615,4.148076923,0,1
3339,0,4.267307692,0,1
3340,0,4.513461538,0,1
3341,0,4.690384615,0,1
3342,0,4.923076923,0,1
3343,0,4.971153846,0,1
3344,0,4.957692308,0,1
3345,0,4.971153846,0,1
3346,0,4.644230769,0,1
3347,0,4.528846154,0,1
3348,0,4.726923077,0,1
3349,0,4.776923077,0,1
3350,0,4.9,0,1
3351,0,4.898076923,0,1
3352,0,4.419230769,0,1
3353,0,4.613461538,0,1
3354,0,4.905769231,0,1
3355,0,4.719230769,0,1
3356,0,4.678846154,0,1
3357,0,4.563461538,0,1
3358,0,4.423076923,0,1
3359,0,4.836538462,0,1
3360,0,5.055769231,0,1
3361,0,5.003846154,0,1
3362,0,5.048076923,0,1
3363,0,4.913461538,0,1
3364,0,5.019230769,0,1
3365,0,4.759615385,0,1
3366,0,5.075,0,1
3367,0,5.203846154,0,1
3368,0,5.276923077,0,1
3369,0,5.326923077,0,1
3370,0,5.523076923,0,1
3371,0,5.6,0,1
3372,0,5.513461538,0,1
3373,0,5.482692308,0,1
3374,0,5.594230769,0,1
3375,0,5.717307692,0,1
3376,0,5.546153846,0,1
3377,0,5.488461538,0,1
3378,0,5.384615385,0,1
3379,0,5.398076923,0,1
3380,0,5.496153846,0,1
3381,0,5.778846154,0,1
3382,0,5.794230769,0,1
3383,0,5.676923077,0,1
3384,0,5.705769231,0,1
3385,0,5.809615385,0,1
3386,0,5.838461538,0,1
3387,0,5.861538462,0,1
3388,0,5.980769231,0,1
3389,0,5.740384615,0,1
3390,0,5.578846154,0,1
3391,0,5.632692308,0,1
3392,0,5.319230769,0,1
3393,0,5.138461538,0,1
3394,0,5.378846154,0,1
3395,0,5.465384615,0,1
3396,0,5.480769231,0,1
3397,0,5.271153846,0,1
3398,0,5.180769231,0,1
3399,0,5.167307692,0,1
3400,0.083076923,5.407692308,0,1
3401,0.055576923,5.488461538,0,1
3402,0.502307692,5.378846154,0,1
3403,0.407307692,5.573076923,0,1
3404,0.219807692,5.925,0,1
3405,0.010961538,5.940384615,0,1
3406,0,5.876923077,0,1
3407,0.010961538,5.957692308,0,1
3408,0.002692308,5.698076923,0,1
3409,0.825192308,5.711538462,0,1
3410,0.210576923,5.846153846,0,1
3411,0.125384615,5.940384615,0,1
3412,0.042692308,6.269230769,0,1
3413,0.003076923,6.463461538,0,1
3414,0.035384615,5.801923077,0,1
3415,0.009230769,5.580769231,0,1
3416,0.040384615,5.336538462,0,1
3417,0.121346154,5.209615385,0,1
3418,2.103653846,5.426923077,0,1
3419,0,5.538461538,0,1
3420,0.033653846,5.917307692,0,1
3421,0,6.336538462,0,1
3422,0.025961538,6.419230769,0,1
3423,0.117115385,6.375,0,1
3424,0.002884615,6.832692308,0,1
3425,0.004038462,6.55,0,1
3426,0.016730769,6.344230769,0,1
3427,0.003846154,6.319230769,0,1
3428,0.012115385,5.905769231,0,1
3429,0.320576923,4.938461538,0,1
3430,0.407884615,4.842307692,0,1
3431,0.084230769,5.323076923,0,1
3432,0.002692308,5.705769231,0,1
3433,0.000961538,5.876923077,0,1
3434,0,5.853846154,0,1
3435,0,5.990384615,0,1
3436,0,6.167307692,0,1
3437,0,6.342307692,0,1
3438,0,6.328846154,0,1
3439,0,6.263461538,0,1
3440,0,6.157692308,0,1
3441,0.059230769,6.148076923,0,1
3442,0.538653846,5.990384615,0,1
3443,0,6.203846154,0,1
3444,0,6.753846154,0,1
3445,0,6.859615385,0,1
3446,0,6.736538462,0,1
3447,0,6.553846154,0,1
3448,0.040961538,6.317307692,0,1
3449,0.025769231,5.863461538,0,1
3450,0.919423077,5.928846154,0,1
3451,20.79,5.146153846,0,1
3452,88.21557692,3.490384615,0,1
3453,13.3725,2.726923077,0,1
3454,0.939230769,3.946153846,0,1
3455,1.148076923,4.101923077,0,1
3456,1.204807692,4.2,0,1
3457,0.281923077,4.476923077,0,1
3458,2.392692308,4.601923077,0,1
3459,5.953076923,4.532692308,0,1
3460,4.981346154,4.388461538,0,1
3461,24.72307692,4.021153846,0,1
3462,7217.092692,3.523076923,0,1
3463,52.31596154,2.536538462,0,1
3464,14.48865385,3.421153846,0,1
3465,3.136730769,3.140384615,0,1
3466,2.719423077,3.240384615,0,1
3467,14.59211538,3.509615385,0,1
3468,17.56961538,3.286538462,0,1
3469,17.34403846,2.590384615,0,1
3470,9.606730769,2.769230769,0,1
3471,8.493269231,3.140384615,0,1
3472,32.21615385,2.903846154,0,1
3473,13.23115385,3.144230769,0,1
3474,21.61134615,4.003846154,0,1
3475,27.66,3.696153846,0,1
3476,7.425,3.682692308,0,1
3477,7.7325,3.338461538,0,1
3478,15.14038462,4,0,1
3479,24.78076923,4.036538462,0,1
3480,34.79096154,3.723076923,0,1
3481,23.6225,3.605769231,0,1
3482,57.67326923,2.661538462,0,1
3483,35.39673077,3.005769231,0,1
3484,15.94096154,3.159615385,0,1
3485,16.09442308,3.676923077,0,1
3486,6.9975,3.615384615,0,1
3487,15.36846154,3.482692308,0,1
3488,6.937115385,3.728846154,0,1
3489,9.875192308,3.628846154,0,1
3490,15.05942308,3.353846154,0,1
3491,17.17730769,3.126923077,0,1
3492,16.83846154,2.848076923,0,1
3493,10.34230769,3.438461538,0,1
3494,7.546538462,3.471153846,0,1
3495,7.956346154,3.175,0,1
3496,17.19307692,2.886538462,0,1
3497,11.62307692,2.901923077,0,1
3498,7.427307692,3.696153846,0,1
3499,8.524038462,3.905769231,0,1
3500,7.383846154,4.030769231,0,1
3501,26.74442308,4.048076923,0,1
3502,11.77192308,3.290384615,0,1
3503,11.27230769,3.861538462,0,1
3504,16.47980769,3.430769231,0,1
3505,28.81019231,3.157692308,0,1
3506,24.65884615,3.063461538,0,1
3507,29.99903846,3.126923077,0,1
3508,15.29192308,3.005769231,0,1
3509,17.02942308,3.121153846,0,1
3510,8.931346154,3.236538462,0,1
3511,25.98096154,3.451923077,0,1
3512,35.52519231,2.915384615,0,1
3513,312.6386538,3.007692308,0,1
3514,2.819615385,3.671153846,0,1
3515,6.573461538,3.786538462,0,1
3516,18.21980769,3.848076923,0,1
3517,26.72942308,3.942307692,0,1
3518,13.44096154,3.626923077,0,1
3519,9.895961538,3.471153846,0,1
3520,18.68326923,3.180769231,0,1
3521,4327650838,2.375,0,1
3522,21.33461538,2.415384615,0,1
3523,25.62846154,3.005769231,0,1
3524,10.37538462,3.063461538,0,1
3525,5.016730769,3.142307692,0,1
3526,8.8175,3.603846154,0,1
3527,9.121730769,3.269230769,0,1
3528,9.885384615,3.609615385,0,1
3529,13.92769231,3.861538462,0,1
3530,8.484807692,3.067307692,0,1
3531,13.85403846,3.369230769,0,1
3532,31.71365385,3.048076923,0,1
3533,23.24192308,2.680769231,0,1
3534,10.02730769,3.05,0,1
3535,5.687884615,3.442307692,0,1
3536,4.433461538,3.411538462,0,1
3537,4.021153846,3.478846154,0,1
3538,12.45115385,3.625,0,1
3539,24.4425,3.236538462,0,1
3540,26.06096154,3.088461538,0,1
3541,7.243461538,3.567307692,0,1
3542,2.730384615,3.705769231,0,1
3543,0.170576923,3.934615385,0,1
3544,1.282884615,3.863461538,0,1
3545,5.046923077,3.867307692,0,1
3546,3.171346154,3.905769231,0,1
3547,0.208461538,3.805769231,0,1
3548,0.251346154,3.886538462,0,1
3549,11.02346154,3.863461538,0,1
3550,9.485384615,3.742307692,0,1
3551,5.903653846,3.546153846,0,1
3552,21.575,3.794230769,0,1
3553,8.537307692,3.548076923,0,1
3554,9.440192308,3.557692308,0,1
3555,9.466923077,3.471153846,0,1
3556,13.8475,3.45,0,1
3557,10.96692308,3.371153846,0,1
3558,3.825,3.388461538,0,1
3559,2.949038462,3.603846154,0,1
3560,1.998076923,3.603846154,0,1
3561,1.376730769,3.680769231,0,1
3562,0.831346154,3.746153846,0,1
3563,0.237115385,3.971153846,0,1
3564,0.926153846,3.953846154,0,1
3565,4.185192308,3.665384615,0,1
3566,5.185576923,3.667307692,0,1
3567,0.39,3.871153846,0,1
3568,0.761538462,3.705769231,0,1
3569,3.063653846,3.765384615,0,1
3570,6.186923077,3.665384615,0,1
3571,5.507307692,3.605769231,0,1
3572,5.516346154,3.598076923,0,1
3573,6.170576923,3.592307692,0,1
3574,2.812884615,3.621153846,0,1
3575,4.831730769,3.503846154,0,1
3576,11.40384615,3.373076923,0,1
3577,11.50980769,2.890384615,0,1
3578,5.113461538,3.182692308,0,1
3579,4.714230769,3.351923077,0,1
3580,5.999615385,3.169230769,0,1
3581,3.033461538,3.230769231,0,1
3582,1.267115385,3.326923077,0,1
3583,1.054807692,3.425,0,1
3584,0.080192308,3.388461538,0,1
3585,1.203269231,3.432692308,0,1
3586,0.086730769,3.480769231,0,1
3587,0.099230769,3.538461538,0,1
3588,1.886923077,3.457692308,0,1
3589,3.560961538,3.194230769,0,1
3590,2.879423077,3.175,0,1
3591,0.596538462,3.292307692,0,1
3592,0.5225,3.334615385,0,1
3593,0,3.582692308,0,1
3594,0,3.688461538,0,1
3595,0,3.801923077,0,1
3596,0,3.813461538,0,1
3597,0,3.817307692,0,1
3598,0,3.944230769,0,1
3599,0,3.967307692,0,1
3600,0,3.934615385,0,1
3601,0,3.809615385,0,1
3602,0.176730769,3.686538462,0,1
3603,5.591153846,3.55,0,1
3604,3.470576923,2.675,0,1
3605,0.029615385,3.169230769,0,1
3606,0,3.676923077,0,1
3607,0,3.798076923,0,1
3608,0,3.717307692,0,1
3609,0,3.848076923,0,1
3610,0,3.957692308,0,1
3611,0,4.078846154,0,1
3612,0,4.151923077,0,1
3613,0,4.067307692,0,1
3614,0,4.075,0,1
3615,0,4.076923077,0,1
3616,0,3.996153846,0,1
3617,0,3.905769231,0,1
3618,0,3.817307692,0,1
3619,0,3.803846154,0,1
3620,0,3.765384615,0,1
3621,0,3.7,0,1
3622,0,3.726923077,0,1
3623,0,3.792307692,0,1
3624,5.232307692,3.407692308,0,1
3625,0.485769231,2.719230769,0,1
3626,8.337115385,2.611538462,0,1
3627,2.186538462,2.378846154,0,1
3628,7.812115385,2.776923077,0,1
3629,2.888461538,2.540384615,0,1
3630,0.050192308,3.282692308,0,1
3631,0.005769231,3.446153846,0,1
3632,0,3.469230769,0,1
3633,0,3.465384615,0,1
3634,0,3.557692308,0,1
3635,0.003076923,3.709615385,0,1
3636,0.008653846,3.682692308,0,1
3637,0,3.748076923,0,1
3638,0,3.744230769,0,1
3639,0,3.651923077,0,1
3640,0,3.392307692,0,1
3641,0,3.653846154,0,1
3642,0,3.673076923,0,1
3643,0,3.673076923,0,1
3644,0,3.684615385,0,1
3645,0,3.771153846,0,1
3646,0,3.565384615,0,1
3647,0,3.948076923,0,1
3648,0,3.796153846,0,1
3649,0,3.803846154,0,1
3650,0,3.755769231,0,1
3651,0,3.888461538,0,1
3652,0,3.869230769,0,1
3653,0,3.903846154,0,1
3654,0,3.998076923,0,1
3655,0,3.873076923,0,1
3656,0,3.765384615,0,1
3657,0,3.734615385,0,1
3658,0,3.732692308,0,1
3659,0,3.884615385,0,1
3660,0,4.128846154,0,1
3661,0,4.078846154,0,1
3662,0,4.096153846,0,1
3663,0,3.694230769,0,1
3664,0,3.688461538,0,1
3665,0,4.051923077,0,1
3666,0,4.030769231,0,1
3667,0,3.986538462,0,1
3668,0,4.142307692,0,1
3669,0,4.069230769,0,1
3670,0,3.961538462,0,1
3671,0,4.040384615,0,1
3672,0,3.953846154,0,1
3673,0,3.934615385,0,1
3674,0,3.921153846,0,1
3675,0,3.915384615,0,1
3676,0,4.265384615,0,1
3677,0,4.371153846,0,1
3678,0,4.436538462,0,1
3679,0,4.421153846,0,1
3680,0,4.378846154,0,1
3681,0,4.3,0,1
3682,0,4.373076923,0,1
3683,0,4.5,0,1
3684,0,4.403846154,0,1
3685,0,4.321153846,0,1
3686,0,4.286538462,0,1
3687,0,4.317307692,0,1
3688,0,4.338461538,0,1
3689,0,4.623076923,0,1
3690,0,4.611538462,0,1
3691,0,4.665384615,0,1
3692,0,4.596153846,0,1
3693,0,4.5,0,1
3694,0,4.413461538,0,1
3695,0,4.684615385,0,1
3696,0,4.705769231,0,1
3697,0,4.65,0,1
3698,0,4.688461538,0,1
3699,0,4.626923077,0,1
3700,0,4.569230769,0,1
3701,0,4.615384615,0,1
3702,0,4.694230769,0,1
3703,0,4.617307692,0,1
3704,0,4.657692308,0,1
3705,0,4.819230769,0,1
3706,0,4.792307692,0,1
3707,0,4.821153846,0,1
3708,0,4.671153846,0,1
3709,0,4.486538462,0,1
3710,0,4.613461538,0,1
3711,0,4.784615385,0,1
3712,0,4.957692308,0,1
3713,0,5.115384615,0,1
3714,0,5.236538462,0,1
3715,0,5.25,0,1
3716,0,5.251923077,0,1
3717,0,5.161538462,0,1
3718,0,5.155769231,0,1
3719,0,5.3,0,1
3720,0,5.257692308,0,1
3721,0,5.463461538,0,1
3722,0,5.532692308,0,1
3723,0,5.588461538,0,1
3724,0,5.413461538,0,1
3725,0,5.351923077,0,1
3726,0,5.423076923,0,1
3727,0,5.217307692,0,1
3728,0,4.775,0,1
3729,0.037884615,4.942307692,0,1
3730,0.323461538,4.403846154,0,1
3731,0.598846154,4.455769231,0,1
3732,5.549807692,4.353846154,0,1
3733,0.546153846,4.225,0,1
3734,0.816153846,4.257692308,0,1
3735,0.536153846,4.463461538,0,1
3736,0.366153846,4.646153846,0,1
3737,0,5.009615385,0,1
3738,0,4.998076923,0,1
3739,0.001730769,4.684615385,0,1
3740,0,5.246153846,0,1
3741,0,5.911538462,0,1
3742,0,6.25,0,1
3743,0,5.163461538,0,1
3744,0,5.042307692,0,1
3745,0,5.442307692,0,1
3746,0,5.713461538,0,1
3747,0,5.498076923,0,1
3748,0,5.403846154,0,1
3749,0,5.278846154,0,1
3750,0,5.467307692,0,1
3751,0,5.744230769,0,1
3752,0,5.711538462,0,1
3753,0,5.603846154,0,1
3754,0,5.744230769,0,1
3755,0,5.701923077,0,1
3756,0,6.017307692,0,1
3757,0,5.359615385,0,1
3758,0.400961538,5.113461538,0,1
3759,1.663846154,5.211538462,0,1
3760,6.360769231,5.082692308,0,1
3761,0.843076923,4.798076923,0,1
3762,2.161538462,4.563461538,0,1
3763,1.443653846,4.473076923,0,1
3764,0.278076923,4.986538462,0,1
3765,0,5.336538462,0,1
3766,0,5.326923077,0,1
3767,0.034230769,5.394230769,0,1
3768,0.086538462,5.173076923,0,1
3769,0,5.401923077,0,1
3770,0,5.448076923,0,1
3771,0,5.482692308,0,1
3772,0,5.675,0,1
3773,0,5.794230769,0,1
3774,0,6.030769231,0,1
3775,0.001346154,6,0,1
3776,0.287692308,5.921153846,0,1
3777,0.438653846,5.615384615,0,1
3778,0.178269231,5.457692308,0,1
3779,0.540576923,5.642307692,0,1
3780,0.110384615,5.398076923,0,1
3781,0.0025,5.623076923,0,1
3782,0.320384615,5.686538462,0,1
3783,0.887884615,5.825,0,1
3784,1.283269231,5.711538462,0,1
3785,0.6025,5.642307692,0,1
3786,0.177307692,5.632692308,0,1
3787,0.021346154,5.753846154,0,1
3788,0.120192308,5.765384615,0,1
3789,0.055,5.971153846,0,1
3790,0.080769231,5.842307692,0,1
3791,0.090576923,5.707692308,0,1
3792,0.016153846,5.546153846,0,1
3793,0.033653846,5.655769231,0,1
3794,0.241346154,5.709615385,0,1
3795,0.007307692,5.792307692,0,1
3796,0.110192308,6.082692308,0,1
3797,0.193076923,6.007692308,0,1
3798,0.223269231,6.1,0,1
3799,0,6.344230769,0,1
3800,0.11,6.659615385,0,1
3801,1.25,6.232692308,0,1
3802,0.277884615,5.884615385,0,1
3803,0,6.751923077,0,1
3804,0,7.076923077,0,1
3805,0,6.859615385,0,1
3806,0.000192308,6.551923077,0,1
3807,0.000961538,6.153846154,0,1
3808,0,5.976923077,0,1
3809,0,6.138461538,0,1
3810,0,6.153846154,0,1
3811,0,6.323076923,0,1
3812,0,6.311538462,0,1
3813,0,6.075,0,1
3814,0.014423077,6.159615385,0,1
3815,0.085576923,5.940384615,0,1
3816,0.350192308,5.828846154,0,1
3817,4.910384615,5.5,0,1
3818,9.830769231,4.861538462,0,1
3819,5.858846154,4.396153846,0,1
3820,3.130576923,4.980769231,0,1
3821,8.785576923,5.301923077,0,1
3822,10.12192308,4.415384615,0,1
3823,20.01038462,4.319230769,0,1
3824,4.429615385,4.140384615,0,1
3825,0.038653846,4.426923077,0,1
3826,0.081346154,4.271153846,0,1
3827,5.4575,4.132692308,0,1
3828,36.7875,3.361538462,0,1
3829,105.4103846,3.3,0,1
3830,44.27980769,3.398076923,0,1
3831,166.3623077,2.596153846,0,1
3832,2.952115385,2.903846154,0,1
3833,4.718269231,3.196153846,0,1
3834,10.80596154,3.557692308,0,1
3835,10.83269231,3.409615385,0,1
3836,36.97480769,3.105769231,0,1
3837,26.38096154,3.180769231,0,1
3838,25.5125,3.048076923,0,1
3839,6.014038462,3.673076923,0,1
3840,1.476538462,3.975,0,1
3841,7.924807692,3.938461538,0,1
3842,8.230769231,4.076923077,0,1
3843,2.457692308,3.775,0,1
3844,3.559615385,3.680769231,0,1
3845,3.408461538,4.044230769,0,1
3846,6.616538462,4.173076923,0,1
3847,8.248653846,4.063461538,0,1
3848,14.31903846,4.044230769,0,1
3849,18.33403846,3.125,0,1
3850,29.58,2.776923077,0,1
3851,25.47442308,2.369230769,0,1
3852,2.176153846,3.353846154,0,1
3853,1.019615385,3.838461538,0,1
3854,2.722307692,3.936538462,0,1
3855,7.614423077,4.025,0,1
3856,6.540769231,3.828846154,0,1
3857,15.69826923,3.723076923,0,1
3858,14.10711538,3.636538462,0,1
3859,15.74288462,3.546153846,0,1
3860,24.76884615,3.230769231,0,1
3861,7.981346154,3.626923077,0,1
3862,6.2425,3.790384615,0,1
3863,11.29653846,3.001923077,0,1
3864,13.69807692,3.338461538,0,1
3865,15.16826923,3.534615385,0,1
3866,17.69673077,3.659615385,0,1
3867,26.24192308,3.732692308,0,1
3868,20.70942308,3.496153846,0,1
3869,27.90076923,3.571153846,0,1
3870,20.53365385,3.707692308,0,1
3871,15.36134615,3.890384615,0,1
3872,24.96365385,4.034615385,0,1
3873,19.33769231,3.182692308,0,1
3874,23.49384615,3.503846154,0,1
3875,16.75192308,3.376923077,0,1
3876,23.06192308,2.775,0,1
3877,12.54576923,2.859615385,0,1
3878,2.119807692,3.415384615,0,1
3879,2.590769231,3.332692308,0,1
3880,1.238653846,3.417307692,0,1
3881,1.889423077,3.719230769,0,1
3882,1.538076923,3.882692308,0,1
3883,1.064807692,3.853846154,0,1
3884,2.309615385,3.767307692,0,1
3885,11.07788462,3.298076923,0,1
3886,9.885961538,2.953846154,0,1
3887,5.935192308,3.467307692,0,1
3888,8.904615385,3.776923077,0,1
3889,24.36230769,3.603846154,0,1
3890,27.70673077,3.425,0,1
3891,15.87711538,3.169230769,0,1
3892,26.99826923,3.2,0,1
3893,17.87903846,2.876923077,0,1
3894,29.68326923,2.867307692,0,1
3895,12.97,2.759615385,0,1
3896,22.07576923,3.215384615,0,1
3897,18.02961538,2.873076923,0,1
3898,21.30134615,2.548076923,0,1
3899,19.06711538,2.553846154,0,1
3900,8.255192308,2.919230769,0,1
3901,2.118461538,3.801923077,0,1
3902,1.499423077,3.844230769,0,1
3903,17.26942308,3.819230769,0,1
3904,3.902115385,3.515384615,0,1
3905,15.75173077,3.319230769,0,1
3906,10.49442308,2.844230769,0,1
3907,11.11653846,3.409615385,0,1
3908,11.06538462,3.580769231,0,1
3909,16.42942308,3.201923077,0,1
3910,27.04038462,3.090384615,0,1
3911,18.82346154,2.396153846,0,1
3912,18.17442308,2.411538462,0,1
3913,12.91153846,2.646153846,0,1
3914,5.608846154,2.907692308,0,1
3915,1.664615385,3.276923077,0,1
3916,1.585192308,3.775,0,1
3917,0.211538462,3.798076923,0,1
3918,1.874230769,3.894230769,0,1
3919,0.830384615,4.001923077,0,1
3920,0.007884615,4.092307692,0,1
3921,0.706538462,4.059615385,0,1
3922,3.071730769,4.048076923,0,1
3923,1.798846154,3.938461538,0,1
3924,3.4075,3.867307692,0,1
3925,9.189230769,3.905769231,0,1
3926,8.353653846,3.848076923,0,1
3927,13.38019231,3.588461538,0,1
3928,4.130961538,3.603846154,0,1
3929,2.753461538,3.559615385,0,1
3930,6.934423077,3.526923077,0,1
3931,12.61403846,3.396153846,0,1
3932,4.769807692,3.330769231,0,1
3933,2.835,3.482692308,0,1
3934,6.3475,3.375,0,1
3935,8.062884615,3.123076923,0,1
3936,6.534230769,3.1,0,1
3937,10.51923077,3.55,0,1
3938,5.147307692,3.221153846,0,1
3939,3.773846154,3.515384615,0,1
3940,5.4675,3.486538462,0,1
3941,6.295769231,3.517307692,0,1
3942,2.630384615,3.380769231,0,1
3943,2.906153846,3.430769231,0,1
3944,2.154807692,3.576923077,0,1
3945,2.497692308,3.388461538,0,1
3946,1.732115385,3.415384615,0,1
3947,0.808461538,3.484615385,0,1
3948,1.195961538,3.596153846,0,1
3949,2.541538462,3.523076923,0,1
3950,2.416346154,3.498076923,0,1
3951,1.595961538,3.442307692,0,1
3952,0.370192308,3.509615385,0,1
3953,0.663076923,3.336538462,0,1
3954,1.660576923,3.448076923,0,1
3955,2.748269231,3.371153846,0,1
3956,0.101923077,3.388461538,0,1
3957,0,3.765384615,0,1
3958,0,3.644230769,0,1
3959,0,3.753846154,0,1
3960,0,3.667307692,0,1
3961,0.007884615,3.463461538,0,1
3962,0.142307692,3.571153846,0,1
3963,0.125192308,3.407692308,0,1
3964,0.3075,3.540384615,0,1
3965,0.008461538,3.546153846,0,1
3966,0,3.626923077,0,1
3967,0,3.655769231,0,1
3968,0,3.738461538,0,1
3969,0.3725,3.786538462,0,1
3970,1.263653846,3.363461538,0,1
3971,0.476538462,3.105769231,0,1
3972,0.533076923,3.288461538,0,1
3973,0.050384615,3.473076923,0,1
3974,0.051153846,3.742307692,0,1
3975,0.025769231,3.857692308,0,1
3976,14.88423077,3.448076923,0,1
3977,37.94269231,1.809615385,0,1
3978,14.41576923,2.196153846,0,1
3979,5.055,2.555769231,0,1
3980,7.719807692,2.734615385,0,1
3981,1.180384615,2.805769231,0,1
3982,0.669807692,2.759615385,0,1
3983,0.800769231,2.709615385,0,1
3984,0.052884615,2.826923077,0,1
3985,1.276730769,2.896153846,0,1
3986,0.2975,2.984615385,0,1
3987,0.088461538,2.976923077,0,1
3988,0.619615385,3.007692308,0,1
3989,0.644038462,2.788461538,0,1
3990,0.62,2.861538462,0,1
3991,0.203846154,2.863461538,0,1
3992,4.077115385,2.886538462,0,1
3993,7.654230769,2.376923077,0,1
3994,2.037115385,2.846153846,0,1
3995,3.126730769,2.846153846,0,1
3996,2.252884615,2.815384615,0,1
3997,0.755576923,2.978846154,0,1
3998,0,3.257692308,0,1
3999,0,3.269230769,0,1
4000,0,3.207692308,0,1
4001,0.000769231,3.190384615,0,1
4002,0.000961538,3.284615385,0,1
4003,0,3.271153846,0,1
4004,0,3.234615385,0,1
4005,0.015961538,3.265384615,0,1
4006,0.059423077,3.336538462,0,1
4007,0.014807692,3.313461538,0,1
4008,0,3.375,0,1
4009,0,3.375,0,1
4010,0,3.353846154,0,1
4011,0,3.342307692,0,1
4012,0,3.357692308,0,1
4013,0.004423077,3.284615385,0,1
4014,0,3.217307692,0,1
4015,0,3.019230769,0,1
4016,0.007307692,3.230769231,0,1
4017,0.0525,3.123076923,0,1
4018,3.24,2.9,0,1
4019,0.974807692,2.938461538,0,1
4020,0.019615385,3.209615385,0,1
4021,0,3.530769231,0,1
4022,0,3.626923077,0,1
4023,0,3.65,0,1
4024,0,3.730769231,0,1
4025,0,3.746153846,0,1
4026,0,3.934615385,0,1
4027,0,3.815384615,0,1
4028,0,3.780769231,0,1
4029,0,3.723076923,0,1
4030,0,3.438461538,0,1
4031,0,3.251923077,0,1
4032,0,3.653846154,0,1
4033,0,3.742307692,0,1
4034,0,3.832692308,0,1
4035,0,3.955769231,0,1
4036,0,3.823076923,0,1
4037,0,3.775,0,1
4038,0,3.832692308,0,1
4039,0,3.857692308,0,1
4040,0,3.786538462,0,1
4041,0,3.686538462,0,1
4042,0,3.740384615,0,1
4043,0,3.932692308,0,1
4044,0,3.919230769,0,1
4045,0,3.984615385,0,1
4046,0,4.055769231,0,1
4047,0,4.190384615,0,1
4048,0,4.165384615,0,1
4049,0,4.119230769,0,1
4050,0,4.103846154,0,1
4051,0.009807692,4.182692308,0,1
4052,0.027692308,4.255769231,0,1
4053,0.045192308,4.255769231,0,1
4054,0.014038462,4.228846154,0,1
4055,0.007692308,4.265384615,0,1
4056,0.006923077,4.017307692,0,1
4057,0.009230769,4.119230769,0,1
4058,1.529807692,4.109615385,0,1
4059,0.350576923,4.034615385,0,1
4060,0.018076923,3.957692308,0,1
4061,0,4.030769231,0,1
4062,0,4.090384615,0,1
4063,0,4.219230769,0,1
4064,0,4.340384615,0,1
4065,0,4.3,0,1
4066,0.005192308,4.284615385,0,1
4067,0.018076923,4.353846154,0,1
4068,0.039423077,3.986538462,0,1
4069,0.049807692,3.7,0,1
4070,0.076153846,4.178846154,0,1
4071,0,4.232692308,0,1
4072,0,4.215384615,0,1
4073,0,4.567307692,0,1
4074,0,4.711538462,0,1
4075,0,4.819230769,0,1
4076,0,4.807692308,0,1
4077,0,4.680769231,0,1
4078,0,4.723076923,0,1
4079,0.002307692,4.667307692,0,1
4080,0.005384615,4.644230769,0,1
4081,0.031346154,4.794230769,0,1
4082,0,4.903846154,0,1
4083,0,4.998076923,0,1
4084,0,4.85,0,1
4085,0,4.761538462,0,1
4086,0,4.788461538,0,1
4087,0,4.830769231,0,1
4088,0,5.065384615,0,1
4089,0,5.15,0,1
4090,0,5.182692308,0,1
4091,0,5.151923077,0,1
4092,0,5.117307692,0,1
4093,0,5.009615385,0,1
4094,0,5.178846154,0,1
4095,0,5.205769231,0,1
4096,0,5.263461538,0,1
4097,0,5.057692308,0,1
4098,0,5.036538462,0,1
4099,0,4.734615385,0,1
4100,0.002884615,4.513461538,0,1
4101,0.115769231,4.403846154,0,1
4102,0.374615385,4.357692308,0,1
4103,0.251923077,4.398076923,0,1
4104,0.388461538,4.726923077,0,1
4105,0.310576923,4.911538462,0,1
4106,0.066730769,5.298076923,0,1
4107,0,5.526923077,0,1
4108,0,5.715384615,0,1
4109,0,5.767307692,0,1
4110,0,5.675,0,1
4111,0,5.273076923,0,1
4112,0,5.482692308,0,1
4113,0,5.563461538,0,1
4114,0,5.35,0,1
4115,0,5.513461538,0,1
4116,0,5.782692308,0,1
4117,0,5.832692308,0,1
4118,0,5.861538462,0,1
4119,0,5.792307692,0,1
4120,0,5.859615385,0,1
