,P,E
1,0,3.79230769230769
2,0,3.81923076923077
3,0,3.72692307692308
4,0,3.59807692307692
5,0,3.62115384615384
6,0.0667307692307692,3.80384615384616
7,0.395192307692308,3.14423076923077
8,0.0192307692307692,3.40192307692308
9,0,3.53461538461538
10,0,3.71153846153847
11,0,3.87307692307692
12,0,3.94230769230769
13,0,3.77884615384616
14,0,3.87692307692308
15,0,4.01923076923077
16,0,4.05192307692307
17,0,4.08269230769231
18,0,4.07884615384615
19,0,3.925
20,0,3.85769230769231
21,0.0442307692307692,3.9423076923077
22,0.0175,3.95192307692308
23,0.000384615384615385,4.04423076923077
24,0,4.23076923076923
25,0,4.08846153846153
26,0,4.06346153846154
27,0.0330769230769231,4.20384615384615
28,2.86403846153846,3.51538461538461
29,19.5365384615385,3.07884615384615
30,0.115961538461538,3.51923076923077
31,0.8875,3.69038461538462
32,1.15846153846154,3.49807692307692
33,0.0624999999999999,3.38076923076923
34,0,3.85576923076923
35,0,4.00961538461538
36,0,4.27307692307693
37,0,4.25
38,0,4.41346153846154
39,0,4.36730769230769
40,0,4.43653846153846
41,0.00884615384615385,3.70961538461539
42,0.0484615384615385,3.725
43,0.0911538461538462,3.74038461538462
44,0.0411538461538462,3.98076923076923
45,0.0134615384615385,3.85
46,0,4.16153846153846
47,0.00288461538461538,4.14807692307692
48,0.0448076923076923,4.22692307692308
49,0.298846153846154,4.00384615384615
50,0.0732692307692308,4.44423076923077
51,0.00576923076923077,4.72307692307693
52,0.0423076923076923,4.71346153846154
53,0.186730769230769,4.67115384615384
54,0.0838461538461539,4.60961538461538
55,0.0734615384615385,4.49615384615385
56,0.0190384615384615,4.53461538461538
57,0,4.45961538461539
58,0,4.37307692307693
59,0,4.45576923076923
60,0,4.58461538461538
61,0,4.65192307692308
62,0,4.64230769230769
63,0,5.00384615384615
64,0,5.17307692307693
65,0,5.07884615384615
66,0,5.175
67,0,5.15
68,0,5.05384615384615
69,0,5.16153846153846
70,0,5.01346153846154
71,0,5.16153846153846
72,0,5.17115384615385
73,0,5.40192307692308
74,0,5.55769230769231
75,0,5.57307692307693
76,0,5.63269230769231
77,0,5.69423076923077
78,0,5.79038461538462
79,0,5.26730769230769
80,0,5.09615384615384
81,0.336923076923077,4.80384615384615
82,0.774423076923077,4.56153846153846
83,0.00519230769230769,4.65192307692308
84,0,5.50384615384615
85,0,5.675
86,0,5.62307692307693
87,0,5.43846153846154
88,0,5.56730769230769
89,0,5.53076923076923
90,0,5.45192307692308
91,0.0836538461538462,4.90961538461538
92,1.17096153846154,4.83269230769231
93,1.06230769230769,4.63653846153846
94,0.296346153846154,4.90961538461538
95,0.105576923076923,5.03076923076923
96,0.0330769230769231,5.27692307692308
97,0.0321153846153846,5.5
98,0,5.69230769230769
99,0,5.74807692307692
100,0,5.65
101,0.658269230769231,4.90384615384616
102,0.31,5.54038461538462
103,1.5,5.38846153846154
104,0.369807692307692,5.15384615384616
105,5.09442307692308,5.02884615384615
106,1.9025,4.68461538461539
107,0.640961538461539,4.91538461538461
108,0.143846153846154,5.25384615384616
109,0.0115384615384615,5.55961538461539
110,1.32326923076923,5.74423076923077
111,0.745576923076923,5.475
112,0.175961538461538,5.59038461538461
113,0.328653846153846,5.39615384615385
114,2.59903846153846,5.17307692307692
115,0.532115384615385,5.09038461538461
116,0.736730769230769,5.35769230769231
117,1.51096153846154,5.28461538461539
118,0.813076923076923,5.24615384615385
119,0.821346153846154,5.10576923076923
120,0.449038461538462,5.10576923076924
121,0.000769230769230769,5.33076923076923
122,0,5.79230769230769
123,0,5.95192307692307
124,0,6.15
125,0,6.23846153846154
126,0.0328846153846154,5.96538461538461
127,0.222692307692308,5.24615384615385
128,0.167115384615385,5.29615384615385
129,0.0292307692307692,5.81153846153846
130,0,5.84615384615385
131,0,5.95192307692307
132,0,5.96923076923076
133,0,6.075
134,0.0692307692307692,6.05384615384616
135,0.00230769230769231,6.26346153846154
136,0,6.55576923076923
137,0,6.62884615384615
138,0.333076923076923,6.49615384615384
139,0.696346153846154,6.13846153846154
140,0.0175,5.86923076923077
141,0.0948076923076923,5.625
142,0.240576923076923,5.84423076923077
143,0.438076923076923,5.89807692307693
144,0.110384615384615,5.8673076923077
145,0.181538461538462,6.03846153846154
146,0,6.02692307692308
147,0,6.325
148,0,6.65384615384615
149,0,6.77884615384615
150,0,6.38076923076923
151,0,5.89807692307692
152,0,5.83846153846154
153,0,5.725
154,0,5.67307692307692
155,0,5.94038461538461
156,1.17153846153846,5.78846153846154
157,0.0623076923076923,6.0673076923077
158,0,6.53846153846154
159,2.58423076923077,5.86346153846154
160,3.13653846153846,5.49038461538462
161,24.6759615384615,4.4
162,21.0128846153846,3.775
163,38.4096153846154,3.45769230769231
164,9.55615384615384,3.37307692307692
165,28.8761538461538,4.125
166,9.46903846153846,3.99038461538461
167,6.48365384615385,4.12307692307692
168,12.8682692307692,4.1326923076923
169,29.2367307692308,3.37692307692308
170,33.5715384615385,3.13269230769231
171,24.4634615384615,3.08653846153846
172,11.6375,3.00384615384615
173,6.60115384615385,3.29230769230769
174,4.83346153846154,3.52884615384615
175,5.7225,3.78653846153846
176,9.62807692307692,3.91923076923077
177,10.4694230769231,3.84615384615385
178,11.6194230769231,3.58461538461539
179,26.8707692307692,3.625
180,26.4138461538461,3.00576923076923
181,36.7653846153846,3.01923076923077
182,11.2136538461538,3.31730769230769
183,5.78865384615385,3.69038461538461
184,2.38442307692308,3.43076923076923
185,2.85711538461538,3.73653846153846
186,1.72423076923077,3.7826923076923
187,3.47019230769231,3.81153846153846
188,3.05,3.74615384615384
189,4.74153846153846,3.76153846153846
190,13.3207692307692,4.04615384615385
191,7.76576923076923,4.09230769230769
192,3.48134615384615,3.99423076923077
193,3.12192307692308,3.82307692307692
194,7.50538461538461,3.85384615384615
195,12.0057692307692,3.89807692307693
196,22.0732692307692,3.83461538461538
197,3.82673076923077,3.36153846153846
198,3.07615384615385,3.41730769230769
199,1.665,4.05961538461539
200,1.22288461538462,4.17307692307692
201,19.7421153846154,4.09038461538461
202,25.1105769230769,3.53269230769231
203,30.93,3.18076923076923
204,21.3513461538462,3.17115384615384
205,40.4048076923077,3.06923076923077
206,36.2425,2.84615384615385
207,1998496661.43635,2.72884615384615
208,43.3915384615385,2.49423076923077
209,10.3696153846154,2.65769230769231
210,9.78442307692308,2.86346153846154
211,6.2275,3.55384615384615
212,5.03173076923077,3.69230769230769
213,2.53134615384615,3.91923076923077
214,1.43596153846154,3.76730769230769
215,2.76538461538462,3.775
216,2.79942307692308,3.75192307692307
217,1.47057692307692,3.91538461538462
218,1.59269230769231,3.98076923076923
219,2.67865384615385,3.95384615384616
220,1.76230769230769,4.01346153846154
221,1.30403846153846,4.09423076923077
222,1.46538461538462,4.06346153846154
223,1.52769230769231,4.175
224,4.60269230769231,3.95192307692308
225,2.77865384615385,3.45192307692308
226,1.41711538461538,4.08653846153846
227,1.80596153846154,4.10384615384615
228,5.41057692307692,4.20384615384615
229,8.72557692307693,4.03076923076923
230,19.3390384615385,4.01153846153846
231,21.5373076923077,4.10384615384615
232,25.1601923076923,3.94807692307693
233,31.2342307692308,3.61153846153846
234,28.3601923076923,3.23076923076923
235,37.4957692307692,2.65576923076923
236,6551.14615384615,2.65
237,58.3576923076923,2.41923076923077
238,19.1055769230769,2.63846153846154
239,10.4984615384615,2.92307692307693
240,5.3425,3.00769230769231
241,1.16769230769231,3.66538461538461
242,12.2115384615385,3.41346153846154
243,7.70788461538462,3.19230769230769
244,9.37596153846154,3.01923076923077
245,23.2805769230769,2.92884615384616
246,20.2151923076923,2.78076923076923
247,26.2444230769231,2.52115384615385
248,23.2561538461538,2.38076923076923
249,3.36980769230769,3.01538461538462
250,3.09038461538461,3.38653846153846
251,7.35115384615385,3.30961538461538
252,11.1892307692308,3.47884615384616
253,5.85076923076923,3.29423076923077
254,9.05519230769231,3.31346153846154
255,7.35192307692308,3.61923076923077
256,2.17519230769231,3.71538461538461
257,1.25903846153846,3.78076923076923
258,1.98807692307692,3.74807692307692
259,5.83230769230769,3.64423076923077
260,2.88826923076923,3.74615384615384
261,0.563846153846154,3.78653846153846
262,1.58307692307692,3.78653846153846
263,1.52288461538462,3.83461538461538
264,9.01134615384615,3.94807692307693
265,13.8225,3.83269230769231
266,19.1484615384615,3.62692307692307
267,16.6553846153846,3.36923076923077
268,21.1376923076923,3.18269230769231
269,25.5117307692308,3.10769230769231
270,13.3276923076923,3.1
271,30.9975,3.39038461538461
272,15.8298076923077,2.99230769230769
273,5.88557692307692,3.18653846153846
274,9.81269230769231,3.21153846153846
275,12.7884615384615,3.225
276,4.56788461538461,3.35192307692308
277,1.22269230769231,3.55
278,2.16826923076923,3.64807692307692
279,1.84403846153846,3.55192307692307
280,4.81884615384615,3.35961538461539
281,9.56096153846154,3.48461538461538
282,14.5432692307692,3.25769230769231
283,14.2688461538462,3.35192307692308
284,7.16519230769231,3.35192307692308
285,7.97192307692308,3.32884615384616
286,10.6236538461538,3.43846153846154
287,6.51923076923077,3.32307692307693
288,1.75403846153846,3.36346153846154
289,2.33903846153846,3.26538461538462
290,5.23326923076923,3.21923076923077
291,4.11480769230769,3.38846153846154
292,5.20192307692308,3.23461538461539
293,1.47115384615385,3.20384615384616
294,0.490576923076923,3.39615384615385
295,1.38442307692308,3.42692307692308
296,0.380192307692308,3.50961538461538
297,0.0182692307692308,3.74038461538461
298,0.0138461538461539,3.72115384615385
299,0.0273076923076923,3.57884615384615
300,1.31884615384615,3.55192307692308
301,1.18980769230769,3.65384615384615
302,0.0534615384615385,3.44807692307692
303,0.136923076923077,3.65961538461538
304,0.0294230769230769,3.74615384615385
305,0,3.56923076923077
306,0.344615384615385,3.53269230769231
307,3.21576923076923,3.25
308,7.95788461538462,2.91730769230769
309,0.0998076923076923,3.23461538461538
310,0,3.47692307692308
311,0,3.54615384615384
312,0,3.69615384615384
313,0.143653846153846,3.74230769230769
314,2.40134615384615,3.28076923076923
315,0.0976923076923077,3.13653846153846
316,0,3.18076923076923
317,0.540576923076923,3.42884615384615
318,4.29711538461538,3.11923076923077
319,10.0601923076923,2.26730769230769
320,2.04557692307692,2.725
321,0.895576923076924,2.97307692307692
322,0.0369230769230769,3.20384615384615
323,0.298461538461538,3.14615384615384
324,0.00134615384615385,3.69807692307693
325,0,3.70384615384615
326,0,3.7076923076923
327,0,3.69615384615384
328,0,3.75
329,0,3.75576923076923
330,0.0203846153846154,3.61346153846154
331,0.692692307692308,3.38653846153846
332,0.0736538461538461,3.04807692307692
333,0,3.13076923076923
334,0,3.26923076923077
335,0,3.44615384615384
336,0,3.57692307692307
337,0,3.61153846153846
338,0,3.79615384615385
339,0,3.73269230769231
340,0,3.83846153846154
341,0,3.87692307692308
342,0,3.85769230769231
343,0,3.90576923076923
344,0,3.86346153846154
345,0,3.78653846153846
346,0,3.64423076923077
347,0,3.60384615384615
348,0,3.33076923076923
349,0,3.55192307692307
350,0,3.84038461538462
351,0,3.75192307692308
352,0,3.60961538461538
353,0,3.44038461538462
354,0,3.41153846153846
355,0,3.48076923076923
356,0,3.56538461538461
357,0,3.55961538461538
358,0.00461538461538462,3.53076923076923
359,0,3.36730769230769
360,0,3.15384615384615
361,0,3.33846153846154
362,0,3.45961538461538
363,0,3.68846153846154
364,0,3.76538461538462
365,0,3.70769230769231
366,0,3.51346153846154
367,0.00923076923076924,3.40961538461538
368,0.000192307692307692,3.54230769230769
369,0,3.6826923076923
370,0,3.76153846153846
371,0,3.82692307692308
372,0,3.82884615384616
373,0,3.94807692307692
374,0,3.96730769230769
375,0.134423076923077,3.93076923076923
376,0.193076923076923,3.82884615384616
377,0.226730769230769,3.62692307692307
378,0.336730769230769,3.06730769230769
379,0.0734615384615385,3.03653846153846
380,0.267115384615385,3.28846153846154
381,0,3.47307692307692
382,0,3.62884615384615
383,0,3.64807692307692
384,0,3.79615384615385
385,0,3.72884615384616
386,0.00365384615384615,3.5
387,0.0436538461538462,2.99038461538462
388,0.02,3.48461538461538
389,0.00711538461538462,3.63846153846154
390,0.000961538461538462,3.79423076923077
391,0.000192307692307692,4.00192307692308
392,0,4.13653846153846
393,0.00769230769230769,4.20384615384616
394,0.0278846153846154,4.15384615384615
395,0.0253846153846154,3.89038461538462
396,0.0761538461538461,3.92692307692308
397,0.0451923076923077,3.79807692307693
398,0,3.825
399,0,3.97884615384615
400,0,4.16346153846154
401,0,4.35192307692308
402,0,4.26538461538462
403,0,4.32115384615385
404,0,4.24807692307693
405,0,4.13076923076923
406,0,4.4
407,0,4.56153846153846
408,0,4.56923076923077
409,0.0153846153846154,4.53846153846154
410,0.0175,4.59230769230769
411,0,4.54807692307692
412,0,4.73846153846154
413,0,4.82115384615385
414,0,4.89807692307692
415,0,4.89038461538461
416,0,4.95384615384615
417,0,4.79038461538462
418,0,4.7173076923077
419,0,4.58846153846154
420,0,4.62115384615384
421,0,4.52115384615384
422,0.00192307692307692,4.47307692307693
423,0,4.64230769230769
424,0,4.70576923076923
425,0,4.98846153846154
426,0,4.78269230769231
427,0,4.80769230769231
428,0,4.90384615384615
429,0,4.39038461538461
430,0,4.43076923076923
431,0,4.59807692307692
432,0,4.70769230769231
433,0,4.60961538461538
434,0,4.71346153846153
435,0,4.92115384615385
436,0,4.88269230769231
437,0,4.74615384615385
438,0,4.90961538461539
439,0,4.97884615384615
440,0,4.94615384615384
441,0,4.9826923076923
442,0,5.34038461538462
443,0,5.32115384615384
444,0,5.13846153846154
445,0,5.14038461538461
446,0,5.34807692307692
447,0,5.32115384615385
448,0,5.39038461538462
449,0,5.45576923076923
450,0,5.76153846153846
451,0.00538461538461539,5.13846153846154
452,0,4.55384615384615
453,0,5.00769230769231
454,0,5.20961538461539
455,0,4.93269230769231
456,0,5.025
457,0,5.07115384615384
458,0,5.11923076923077
459,0,4.75192307692308
460,0,4.82307692307693
461,0,5.22692307692308
462,0.0332692307692308,5.17884615384615
463,0,5.00576923076923
464,0,4.99038461538461
465,0,5.23653846153846
466,0,5.51730769230769
467,0,5.86538461538462
468,0,6.05769230769231
469,0,6.4826923076923
470,0,6.42115384615384
471,0,6.22307692307692
472,0,6.21923076923076
473,0,6.37115384615385
474,0,6.60192307692308
475,0,6.58653846153846
476,0,6.01923076923077
477,0,6.00576923076924
478,0,5.88076923076923
479,0,5.60769230769231
480,0,5.49807692307692
481,0,5.63653846153846
482,0.0436538461538462,5.71346153846154
483,0.123269230769231,5.70769230769231
484,0,5.83846153846154
485,0.0146153846153846,6.02115384615385
486,0,6.12307692307692
487,1.00980769230769,5.91538461538461
488,1.01346153846154,5.74807692307692
489,1.54173076923077,5.68076923076923
490,0.895576923076923,5.83269230769231
491,0.404230769230769,5.65961538461539
492,0.439038461538461,5.775
493,0.0125,5.80192307692308
494,0.0792307692307692,5.91538461538461
495,1.12884615384615,5.8
496,0.11,5.85192307692308
497,0.772115384615384,6.05961538461539
498,0,6.28653846153846
499,0,6.28846153846154
500,0,6.12307692307693
501,0.0348076923076923,5.83653846153846
502,0.155384615384615,5.78076923076923
503,1.24788461538462,5.99423076923076
504,0.07,5.32884615384616
505,0.678846153846154,5.63846153846154
506,0.881730769230769,5.525
507,3.98173076923077,5.75769230769231
508,1.62615384615385,5.4
509,2.37173076923077,5.20192307692308
510,5.45403846153846,5.24423076923077
511,3.87038461538462,5.01923076923077
512,3.76596153846154,5.1173076923077
513,3.38326923076923,4.91538461538461
514,1.05634615384615,5.025
515,0.267884615384615,5.225
516,0.446923076923077,5.23269230769231
517,0.184807692307692,5.3
518,0.780769230769231,5.43461538461539
519,0,5.29615384615385
520,0.00269230769230769,5.6173076923077
521,0,6.08076923076923
522,0.0155769230769231,5.92884615384616
523,0.708076923076923,6.06153846153847
524,0.0851923076923077,5.78269230769231
525,0.441153846153846,5.71730769230769
526,3.69653846153846,5.83846153846154
527,17.9232692307692,4.73076923076923
528,14.4696153846154,4.08076923076923
529,13.3644230769231,4.30961538461539
530,5.19961538461538,4.83846153846154
531,2.58480769230769,4.61346153846154
532,8.8,4.48076923076923
533,22.0648076923077,3.54615384615385
534,29.4173076923077,3.30192307692307
535,7.97903846153846,3.41923076923077
536,0.982307692307692,4.09423076923077
537,1.39019230769231,4.32884615384616
538,2.55788461538461,3.81730769230769
539,2.67576923076923,4.2076923076923
540,11.4598076923077,3.77884615384615
541,19.7659615384615,3.72884615384615
542,18.8807692307692,3.64423076923077
543,3.64826923076923,4.20576923076923
544,0.448846153846154,4.46730769230769
545,0.177115384615385,4.41346153846154
546,1.98,4.48846153846154
547,1.16,4.61923076923077
548,0.207692307692308,4.64807692307692
549,0.200769230769231,4.78461538461538
550,0.0721153846153846,4.79230769230769
551,0.477115384615385,4.94038461538462
552,0.0215384615384615,5.01153846153846
553,0.0190384615384615,4.81346153846153
554,0.0594230769230769,4.75384615384615
555,0.622884615384615,4.47115384615385
556,7.92230769230769,4.325
557,10.2607692307692,3.55769230769231
558,26.5723076923077,3.33846153846154
559,12.9598076923077,3.66730769230769
560,6.04403846153846,4.21153846153846
561,15.86,4.21346153846154
562,14.5030769230769,4.03653846153846
563,13.0315384615385,4.15
564,5.72115384615385,4.15192307692307
565,7.97057692307692,4.18076923076923
566,18.1459615384615,4.175
567,5.70403846153846,4.14807692307692
568,9.04615384615385,4.19615384615385
569,33.6732692307692,4.01153846153846
570,24.2742307692308,3.25576923076923
571,21.8282692307692,2.83461538461538
572,31.9530769230769,3.38269230769231
573,35.0219230769231,2.78653846153846
574,35.3140384615385,2.49230769230769
575,17.9882692307692,2.71730769230769
576,15.4675,3.125
577,14.7103846153846,2.85961538461539
578,7.47423076923077,2.97115384615385
579,8.22384615384615,2.87884615384615
580,5.56596153846154,3.46346153846154
581,2.83096153846154,3.53269230769231
582,9.43980769230769,3.42307692307692
583,38.6880769230769,2.99230769230769
